English,Nyoro
"When the other ten disciples heard about it, they became angry with James and John. ","Kandi ikumi obubahulire, babanza kubihi’rwa Yakobo na Yohana. "
"And the flesh of living beings is not all the same kind of flesh; human beings have one kind of flesh, animals another, birds another, and fish another.","Enyama yona teri nyama emu: haroho enyama emu eyabantu, nenyama endi yebisoro, nenyama endi yenyonyi, nendi eyencu. "
“Where do you want us to get it ready?” they asked him.,Bamugambira ngu Noyenda tubutekanize nkaha? 
"But if you act like wild animals, hurting and harming each other, then watch out, or you will completely destroy one another.","Baituj obumurumangana nimulyamana, mwerinde mutamiranganira kimu."
" Go and preach, ‘The Kingdom of heaven is near!’ ","Baitu obumugenda, mubagambire ngu Obukama obwomu iguru bumalize okuhika. "
" What, then, of those who despise the Son of God? who treat as a cheap thing the blood of God's covenant which purified them from sin? who insult the Spirit of grace? Just think how much worse is the punishment they will deserve! ","nimutekereza muta? okubonanabonesebwa okulimutekererezebwa, ogu ayalibasire nebigerebye Omwana wa Ruhanga, natekereza esagama eyekiragano eyiyayezibwe nayo okutaba erukwera, nayekunikira muno? "
"During the meal Jesus said, “I tell you, one of you will betray me.”","Kandi obubakaba nibalya, yagamba ati Mananukwo nimbagambira nti Omu halinywe arangobeza. "
and was rebuked for his sin. His donkey spoke with a human voice and stopped the prophet's insane action.,"baitu akahanwa obwokusisakwe wenka, enkaina etarukugamba ekagamba niraka ryomuntu netanga iraro lya nabi ogu. "
" Whoever makes himself great will be humbled, and whoever humbles himself will be made great.","nogu wena alyenyumiza, alibundazibwa; nogu wena ayebundaza wenka alinyumizibwa."
"but they saw him walking on the water. “It's a ghost!” they thought, and screamed. ","baitu abo, obubamuboine nangendera ha nyanja, nibatekereza ngu muzimu, bayamuza: "
The command that Christ has given us is this: whoever loves God must love others also.,"Kandi tuyina ekiragiro kinu kyarugire ahaliwe ngu Anyakugonza Ruhanga, agonzege na Mugenziwe."
"In a circle around the throne were twenty-four other thrones, on which were seated twenty-four elders dressed in white and wearing crowns of gold. ","Kandi nentebe ezobukama zikaba zehingulirize ekitebe ekyobukama amakumi abiri naina: kandi ha ntebe hakaba haroho abakuru amakumi abiri omu bana baikalire, bajwaire engoye ezirukwera; na ha mitwe yabu ekondo eza zabu. "
"Everyone, then, went to register himself, each to his own hometown.","Kandi bona bakagenda okwehandika, omu omu omu maka gabu bonka. "
"And after I go and prepare a place for you, I will come back and take you to myself, so that you will be where I am. ","Kandi obundaba ningenda okubatekaniriza ekiikaro, ndigaruka hanu,okubatwara namberendi; nywo namberendi nainywe muikaleyoga. "
"The old rule, then, is set aside, because it was weak and useless. ","Baitu haroho okuihahwo kwebiragiro obwobugara nobutagasa bwabyo, "
"And so encourage one another and help one another, just as you are now doing.","Nukwo muhumuzanganege inywenka, kandi mwombekege inywena, omuntu wena omutahiwe, nkokumurukukora kandi."
"But those who reject me publicly, the Son of Man will also reject them before the angels of God.","baitu anyakunyehakana omu maiso gabantu, nuwe alihakanwa omu maiso gabamaraika ba Ruhanga. "
"And because of the proof which this service of yours brings, many will give glory to God for your loyalty to the gospel of Christ, which you profess, and for your generosity in sharing with them and everyone else. ","baitu oubabalenga inywe omu kuhereza kunu, bakukugiza Ruhanga baitu obubalenga inywe omu kuhereza kunu, bakugiza Ruhanga obwokuhu’ra okwokuranga kwanyu hali enjiri ya Kristo, nobwokutaima okwokubagana kwanyu nabo na bona; "
"If a king goes out with ten thousand men to fight another king who comes against him with twenty thousand men, he will sit down first and decide if he is strong enough to face that other king. ","Kandi mukama ki obwaba naramaga okurwana nomukama ondi, atabanza okuika’ra nahanura ebigambo, rundi arasobora nakakumi okutangana oli arukumuramagira nobukumi bubiri? "
"I have shown you in all things that by working hard in this way we must help the weak, remembering the words that the Lord Jesus himself said, ‘There is more happiness in giving than in receiving.’”","Omu byona nkabaha ekyokuro'raho, okukibahikirire okukora muti emirimo, nukwo mukonyerege abagara, nokuijukaga ebigambo bya Mukama waitu Yesu, okuyagambire wenka ati Okugaba kwomuigisa okukira okuhebwa."
"There are many rooms in my Father's house, and I am going to prepare a place for you. I would not tell you this if it were not so.","Omunju ya Isenyowe harumu ebiikaro bingi ebyokuikaramu. Kakuba kitalikyo, nakubagambire; baitu ningenda okubatekaniriza ekiikaro. "
"Jesus saw his mother and the disciple he loved standing there; so he said to his mother, “He is your son.”","Kandi Yesu obuyaboine nyina nomwegeswa owakaba nagonza ayemerire haihi, yagambira nyina ati Omukazi, dora Omwana wawe! "
" I may have the gift of inspired preaching; I may have all knowledge and understand all secrets; I may have all the faith needed to move mountains—but if I have no love, I am nothing. ","Kandi obundaba nyina ekisembo kyokuragura, kandi manyire ensita zona namagezi gona; kandi obundaba nyina okuikiriza kwona okuihaho ensozi, kunu ntanyina kugonza, tindi kintu. "
"Many of the Samaritans in that town believed in Jesus because the woman had said, “He told me everything I have ever done.” ","Kandi hali abomu kika eki Abasamaliya baingi bakamuikiriza habwekigambo kyomukazi, ayagambire ati Angambire ebinakozire byona. "
"The words of the prophets agree completely with this. As the scripture says,",Kandi ebigambo bya banabi nibiterana nabyo; nkokukya ebigambo byanabi nibiterana nabyo; nkokukyahandikirwe ngu 
" He abolished the Jewish Law with its commandments and rules, in order to create out of the two races one new people in union with himself, in this way making peace. ","obuyamazireho omu mubirigwe obunyanzigwa, nibyo biragiro ebyaragirwe nebyatairweho: nukwo ahangire omuluwe wenka abo bombi okuba omuntu omu omuhyaka, okuleta obusinge: "
"The tenants grabbed his slaves, beat one, killed another, and stoned another. ","Baitu abalimi bakakwata abarube rubale, omu bakamutera, ondi bakamuita, ondi bakamutera amabale. "
" And he said to them, “I am telling you the truth: you will see heaven open and God's angels going up and coming down on the Son of Man.”","Yamugambira ati Mali mali nimbagambira ati Mulirora iguru lisukuirwe, bamaraika ba Ruhanga nibatemba nibasirimuka ha Mwana womuntu."
" Yet Elijah was not sent to anyone in Israel, but only to a widow living in Zarephath in the territory of Sidon. ","Kandi Eriya atatumwe halibo, rundi hali Zalefasi yonka, omu nsi ya Sidoni, hali omukazi omu fakati. "
"Do not even swear by your head, because you cannot make a single hair white or black. ","Baitu otalirahira mutwe gwawe, baitu torukkusobora kuhindura akasoke kamu konka rundi okwera rundi okwiragura. "
"But you belong to God, my children, and have defeated the false prophets, because the Spirit who is in you is more powerful than the spirit in those who belong to the world. ","Inywe muli ba Ruhanga abana bange abato, kandi mubasinguire: baitu anyakuli omulinywe nakira obukuru ogu ali omu nsi. "
"Then the foolish ones said to the wise ones, ‘Let us have some of your oil, because our lamps are going out.’ ",etabaza zabu. Abadomadoma bagambira abamagezi ngu Mutuhe amagita ganyu; baitu etabaza Zaitu zazima. 
"Then you will answer, ‘We ate and drank with you; you taught in our town!’ ","nubwo mulibanza okugamba ngu Twalyaga, twanywaga omu maiso gawe, naiwe wayegesaga omu makute gaitu; "
“You put aside God's command and obey human teachings.”,"Inywe muleka ekiragiro kya Ruhanga, nimukwata engeso zabantu. "
"So they set a date with Paul, and a large number of them came that day to the place where Paul was staying. From morning till night he explained to them his message about the Kingdom of God, and he tried to convince them about Jesus by quoting from the Law of Moses and the writings of the prophets. ","Kandi obubamutaireho ekiro bakaija baingi namberali omu kigonyokye, yabasobo'ra, na manyisa obukama bwa Ruhanga, nabaikirizasa obwebigambo bya Yesu, omu biragiro bya Musa nomu byabanabi, okuruga nyenkya okuiza obuire. "
" There they offered Jesus wine mixed with a bitter substance; but after tasting it, he would not drink it.",bamuha amarwa okunywa agajwanganizibwemu nendurwe; baitu obuyarolezeho yayanga okunywa. 
"Jesus answered, “How unbelieving and wrong you people are! How long must I stay with you? How long do I have to put up with you?” Then he said to the man, “Bring your son here.”","Yesu yagarukamu nagamba ati Inywe abobusinge obutaikiriza obuhaba, ndihikya nkaha okuikara nainywe, nokubagumisiriza? Mulete kunu omwana wawe. "
" A tent was put up, the outer one, which was called the Holy Place. In it were the lampstand and the table with the bread offered to God. ","Baitu hakaba hakozirwe hema, niyo yokubandizamu, nambere hakaba harumu ekikondo kyetabaza, nemeza, nemigati eyokwoleka; nuho hayeserwe barukwera. "
All such things are only a shadow of things in the future; the reality is Christ. ,"binu nikyo kiituro kyebi ebirukuija, baitu omubiri guli gwa Kristo. "
Those who reject me and do not accept my message have one who will judge them. The words I have spoken will be their judge on the last day! ,"Anyakwanga nyowe, atarukuikiriza bigambo byange, ayina arukumucwera omusango: ebigambo ebinagambire nibyo birimucwera omusango ha kiro kya hampero. "
"If it is the Lord's will, I hope that I will be able to send Timothy to you soon, so that I may be encouraged by news about you. ","Kandi ninihira omu Mukama waitu Yesu okutuma Timoseo mpora namberemuli, nukwo nyowe ngume omu mutima obundimanya ebyanyu. "
"A large number of people heard that Jesus was in Bethany, so they went there, not only because of Jesus but also to see Lazarus, whom Jesus had raised from death. ","Kandi abairu abomu Bayudaya bakamaya aliyo: baija, tihali habwa Yesu wenka. Kandi barole na Lazaro ouyahumbuire omu bafu. "
"But because you are lukewarm, neither hot nor cold, I am going to spit you out of my mouth! ","Nukwo obwokutagata koyakoya, kunu torukufuka kandi turukufuka kandi torukutagata ningenda okukutanaka omu kanwa kange. "
He will put the righteous people at his right and the others at his left. ,"nentaama alizita ha mukonogwe ogwobulilyo, baitu emburabuzi hamukono ogwemoso. "
" I was with you in the Temple every day, and you did not try to arrest me. But this is your hour to act, when the power of darkness rules.”","Obunaikaraga nainywe obukyabukya omu yekaru, mutago’re mikono yanyu okunkwata: baitu kanu niko kasumi kanyu nobusobozi obwomuirima. "
"For through the living and eternal word of God you have been born again as the children of a parent who is immortal, not mortal. ","baitu mukamara okuzarwa obwakabiri hatabli omu mbibo erukujunda, baitu omu mbibo etarukujunda, obwekigambo kya Ruhanga ekyomire ekyokuikaraho. "
"bless those who curse you, and pray for those who mistreat you. ","mubasabirge omugisa abanyakubakyena, mubasabirege abanyakubagira okubi. "
"Many people read it, because the place where Jesus was crucified was not far from the city. The notice was written in Hebrew, Latin, and Greek. ","Ebaruha egi baingi hali Abayudaya bakagisoma:baitu ekiikaro ekibabambiremu Yesu kikaba kiri haihi norubuga: kandi ekahandikwa omu Ruheburaniya, nomu Rurumi, nomu Ruyonani. "
 What my Father has given me is greater,"Isenyowe ayazimpaire nakira bona amani, kandi busaho asobora okuzisahura omu Mukono gwa Isenyowe. "
"So the Council warned them even more strongly and then set them free. They saw that it was impossible to punish them, because the people were all praising God for what had happened. ","Nabo obubagarukire okubakanga babaleka, baitu batabone okubarababonabonesa obwabantu; baitu bona bakaba nibakugiza Ruhanga obweki ekyakozirwe. "
"But I am telling you the truth: it is better for you that I go away, because if I do not go, the Helper will not come to you. But if I do go away, then I will send him to you. ","Kandi nyowe nimbagambira amananu; kibaseme’ra inywe nyowe okugenda; baitu obundaba ntarukugenda Omuhumuza taliija namberemuli; baitu obundigenda, ndimutuma namberemuli. "
